artist,wholefestival_url,wholefestival_description,soundcloud_url,soundcloud_urls,wholefestival_links,soundcloud_canonical_url,soundcloud_followers,soundcloud_description,soundcloud_avatar_url,genres,scrape_status,scraped_at
Sara,https://www.wholefestival.com/lineup,"Cesar Gacitúa, a.k.a. Sara, is a Chilean DJ who burst onto the electronic music scene in 2019 with a sound that blends techno, hypnotic, and trance. Known for creating hypnotic atmospheres and high-energy sets, Sara transforms the dance floor into a continuous sonic journey. A resident DJ at Fiesta Dame, he has performed at the most influential parties in Santiago and throughout Chile.",https://soundcloud.com/aka-sara,https://soundcloud.com/aka-sara,https://www.instagram.com/sara.deejay/?hl=en;https://soundcloud.com/aka-sara,https://soundcloud.com/aka-sara,390,Insta : sara.deejay,https://i1.sndcdn.com/avatars-bi7IXz5mJciItlIr-8ty5MA-large.jpg,techno; trance,ok,2026-07-11T09:17:17+00:00
Sara Dziri,https://www.wholefestival.com/lineup,"Sara Dziri is a Belgian-Tunisian electronic artist and DJ based in Brussels. Her sets move between hypnotic atmospheres and explosive club moments, blending trance-leaning rhythms, rolling percussion and sharp transitions into powerful dancefloor journeys. She is the co-founder of the Brussels platform Not Your Techno, which has helped shape radically inclusive dancefloors since 2019. A former long-time resident at Fuse, Dziri released her debut album on Optimo Music in 2022 and is now entering a new phase marked by new releases and an expanding presence on international dancefloors. Photographer: Louis Kerckhof",https://soundcloud.com/saradzirimusic,https://soundcloud.com/saradzirimusic,https://www.instagram.com/sara__dziri/;https://open.spotify.com/artist/0ieQjqfuSNHKcOHwJEwYJv?si=421QVZl5Sz2p5lgQaOTsWQ;https://soundcloud.com/saradzirimusic,https://soundcloud.com/saradzirimusic,3102,,https://i1.sndcdn.com/avatars-ejdFjJyhv5HIXxVG-uzBlJQ-large.jpg,techno; trance,ok,2026-07-11T09:17:17+00:00
SCHACKE,https://www.wholefestival.com/lineup,"Schacke (they/them) is an artist, DJ, producer and label owner based in Copenhagen. The enigmatic Schacke defies categorization. Half Danish, half South Korean, they have been crafting music since their early teens, traversing genres and instruments with fearless curiosity. Starting with drums and emerging from roots in Metal, Noise, and Industrial, Schacke’s journey has been one of constant evolution. After moving to Copenhagen in 2013, Schacke quickly became a central figure in the city’s underground music scene. They co-ran the Mayhem venue and founded a DIY label for noise and industrial music. In 2015, Schacke joined the founding ranks of the Fast Forward collective, creating space for a new wave of young artists often overlooked by the city’s established techno scene. What began as a series of self-organized parties grew into a movement that helped shape the “Copenhagen Techno Sound”. Schacke’s discography spans releases on labels such as Kulør, ONES and ZEROS, Mama Told Ya, KAOS, Instruments of Discipline, and Intrepid Skin. In 2022, Schacke launched Sacred Interface, a label dedicated to pushing the boundaries of techno and trance while supporting local artists. Beyond the studio, they are a resident DJ, event organizer, and podcast runner for Bedside Productions, and in 2024 became a resident DJ for the Korgy Party in Helsinki. Schacke’s artistic philosophy is rooted in contrast and duality. Their music reflects a balance of light and shadow, drawing on an eclectic range of genres to create hypnotic rhythms, euphoric melodies, and evocative textures. On the dancefloor, Schacke channels the raver they once were, translating moments of euphoria and connection into their work. Photograoher: FEYD",https://soundcloud.com/schacke,https://soundcloud.com/schacke,https://www.instagram.com/schackedelic/;https://soundcloud.com/schacke,https://soundcloud.com/schacke,23621,"BOOKINGS: joy@mamalovesya.co 
MANAGEMENT: jules@mamalovesya.co",https://i1.sndcdn.com/avatars-rDfs3vtIbuii1v8J-TFGbgA-large.jpg,techno; trance; noise; industrial,ok,2026-07-11T09:17:17+00:00
Selma,https://www.wholefestival.com/lineup,"Selma is a versatile artist who is drawn to many genres and brings her audience for a ride spanning rolling house grooves, percussive trips, trance cuts, euphoric vocal bombs and - if you’re lucky - a sprinkle of disco. She is currently based in Oslo, but has been strongly shaped by Copenhagen’s club community where she maintains a solid base as half of the DJ-duo Carlo & Selma and resident of club Den Anden Side. She is a co-founder of Group Therapy, a safer-space oriented party concept that centers queerness, diversity and community, while upholding that dancefloors are - and always have been - political. Photographer: Sarah Brik",https://soundcloud.com/selmaselmaselma,https://soundcloud.com/selmaselmaselma,https://www.instagram.com/selmahoye/;https://soundcloud.com/selmaselmaselma,https://soundcloud.com/selmaselmaselma,174,"Half of Carlo & Selma (@carloselma)
Resident and co-founder of Group Therapy (@grouptherapy_cph)
Resident at Den Anden Side (@denandenside).
Bookings: mettehauge@anothername.com",https://i1.sndcdn.com/avatars-NDdsUh7LKs2KaXPJ-6rx4Rg-large.jpg,house; trance; disco,ok,2026-07-11T09:17:17+00:00
SEXTOU,https://www.wholefestival.com/lineup,"Founded just over a year and a half ago in London by Umberto Borraccia and Timothy Twang, Sextou is a queer party and cultural platform rooted in techno, radical self-expression, and community. Running every six weeks on Fridays, Sextou takes its name from Brazilian slang meaning “Happy Friday.” The project has quickly established itself as a distinctive voice within London’s techno underground, known for its raw, immersive atmosphere and strong visual identity. More than just a party, Sextou is a space for queer liberation on the dancefloor — celebrating freedom, connection, and unapologetic expression through sound, bodies, and collective energy.",https://soundcloud.com/sextou,https://soundcloud.com/sextou,https://www.instagram.com/sextou_london/;https://soundcloud.com/sextou,https://soundcloud.com/sextou,581,,https://i1.sndcdn.com/avatars-cjaVoDukAK6NkJLl-sLdd0Q-large.jpg,techno,ok,2026-07-11T09:17:17+00:00
SHADYSNACK,https://www.wholefestival.com/lineup,"Shadysnack (she/her) is a Black transfeminine DJ based in Berlin. Her joy and passion for House music shines through her sets, where she blends funky tunes with Disco and House to create a joyful and loving atmosphere. Photographer: Frauke Joana",https://soundcloud.com/shadysnack?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://soundcloud.com/shadysnack?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://www.instagram.com/shadysnack/;https://soundcloud.com/shadysnack?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://soundcloud.com/shadysnack,355,"IG: @shadysnack
<3 House & Hardgroove & Hardtechno <3",https://i1.sndcdn.com/avatars-efv1FdyL33VXOJFY-5Zkrqw-large.jpg,house; disco,ok,2026-07-11T09:17:17+00:00
SHERELLE,https://www.wholefestival.com/lineup,"SHERELLE is the champion of high speed dance music who has led a new generation of club kids to tempos of 160bpm and beyond. Having toured the world twice over and ticked off the Professional DJ bucket list in the blink of an eye, SHERELLE is entering a new era of artistry with the release of her debut album With A Vengeance. With A Vengeance is the sound of uptempo catharsis, of SHERELLE making sense of a turbulent and difficult moment in time in her personal life. From intense daily writing sessions comes a 10-track LP that is powered by fierce feminine energy and reflects the hard/soft and light/dark dualities of the dancefloor and life itself. It is the cerebral joy of overcoming adversity. SHERELLE continues to wear her love of the underground on her sleeve with SHERELLELAND, the recession-busting club night that she’s been touring and which features unannounced line-ups and £10 tickets for her army of “bocats on a budget”. Behind the scenes, SHERELLE’s BEAUTIFUL project continues to empower Black and LGBTQI artists, with over 120 musicians having had access to the BEAUTIFUL studio in London, as per SHERELLE’s continued commitment to ownership and grassroots community in the music industry. Photographer: Sarah Louise Bennett",https://soundcloud.com/iamsherelle,https://soundcloud.com/iamsherelle,https://www.instagram.com/sherelle_/?hl=en;https://open.spotify.com/artist/2TFDQkQ7LahhuwL9p7R6MO;https://soundcloud.com/iamsherelle,https://soundcloud.com/iamsherelle,23387,"DJ on BBC 6 Music , NTS & @ReprezentRadio
--
Bookings: 
ollie.seaman@teamwass.com
india.lawson@teamwass.com

Management: 
oli@thisismusicltd.com
--
Trax: Info@sherelle.co.uk",https://i1.sndcdn.com/avatars-qjQOQwxhQYwcgeQf-XSkz4g-large.jpg,,ok,2026-07-11T09:17:17+00:00
Simen Sorthe - Intention Circle,https://www.wholefestival.com/lineup,"Intention circles are a way to reflect on why we party, how we party and how we can reintegrate the party into our everyday lives. Each participant is guided through individual reflection, setting intentions for the upcoming party, and (if they feel comfortable) sharing with the group. The aim is to encourage a collective ownership of the dance floor, and advocate for a harm reductive approach to partying.",,,https://www.instagram.com/sorthe/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Smoothie Boiz,https://www.wholefestival.com/lineup,"Smoothie Boiz (he/him) is a rising star in Saigon’s queer underground music scene. As the heartbeat of @bung_l0n, one of Saigon’s most vibrant queer events, he brings an electrifying energy that embodies freedom, self-expression, and community. His sound blends playful melodies and infectious grooves with his unique style, capturing the spirit of queer culture and opening hearts on the dancefloor. With a passion for pushing boundaries, Smoothie Boiz is shaping a new wave of Vietnam’s electronic music scene: bold, colorful, and freedom. Having played for Boiler Room, Eastern Margins, Seoul Community Radio, Divine Heem (KR), and Church (PH). He continues to carve his unique path across Asia. Photographer: Nguyễn Anh Hào",,,https://www.instagram.com/smoothie.boiz/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Snax,https://www.wholefestival.com/lineup,"Snax is an American-born electronic musician, DJ and performer based in Berlin. His artistic practice spans disco, house, funk and pop, informed by a background ranging from punk to club culture. Snax was 1/2 of disco band Captain Comatose, has released several solo albums, and is now collaborating with Panorama Bar resident nd_Baumecker as Snecker. At the Whole festival, Snax is thrilled to be providing keyboard madness on top of Massimiliano Pagliara’s DJ set. Photographer: Jason Harrell",https://soundcloud.com/snax,https://soundcloud.com/snax,https://www.instagram.com/houseofsnaxine/;https://soundcloud.com/snax;https://www.bonomomusic.com/snax,https://soundcloud.com/snax,4415,"Singer, songwriter and keyboard whiz Snax, aka Paul Bonomo, began a life of performance in the suburbs of Washington DC, moving on to San Francisco, New York and now Berlin. Along the way, he founded the gay art rock band Fagbash, and was one half of disco-pop band Captain Comatose.
Soon after arriving in Berlin, Snax began producing his solo releases from the ground up, writing and performing mostly all instruments and vocals himself. In 2004 came the release of the electronic soul manifesto From The Rocking Chair To The Stage (Mental Groove). Fall 2006 saw Snax sound incorporating more acoustic elements on his second long-player Love Pollution (TNT/Four Music), described by Snax as being “about love, loss, bitchiness and finally redemption.” The remix for the single, ‘Honeymoon’s Over’ by Konrad Black was hailed by many as the anthem of Summer 2007. Returning to his electronic funk roots, Snax released two EP’s on UK’s defDrive followed by Special Guest Star, the flagship release on his own label, Random Records. Reflecting on his rich and rewarding career and the myriad creative interactions he’s experienced, Snax founded the House Of Snaxine. To them he dedicated Up And Coming Children (Random Records) in 2010; an exciting return to form with an eye to the future. 
Snax’s performances and DJ sets deliver provocation, sleaze and fun. The result is a direct connection with the audience. His various collaborators  have included Jamie Lidell, Peaches, Joey Arias and Terranova to name a few. Upon supporting The Scissor Sisters throughout Europe as their opening act, Snax was described be front man Jake Shears as “a one man fro freak show not to be missed.”
Currently, Snax is completing his fourth album, running his label and establishing his house music alter ego, Box Office Poison.",https://i1.sndcdn.com/avatars-000544607727-cl43dd-large.jpg,house; disco; funk; pop,ok,2026-07-11T09:17:17+00:00
